canonical_ref,chapter,verse,speaker,devanagari,iast,english_telang,review_status,checksum
"gita.15.12","15","12","Krishna","यदादित्यगतं तेजो जगद्भासयतेऽखिलम्।
यच्चन्द्रमसि यच्चाग्नौ तत्तेजो विद्धि मामकम् ॥","yadādityagataṃ tejo jagadbhāsayate.akhilam
yaccandramasi yaccāgnau tattejo viddhi māmakam","Know that glory (to be) mine which, dwelling in the sun, lights up the whole world, or in the moon or fire.","machine-aligned; two human reviews pending","a99b9e85cf1d0e7897c6d3faf01cabd28a33123ea8b90c366a1a797ffb68fc3f"
"gita.15.13","15","13","Krishna","गामाविश्य च भूतानि धारयाम्यहमोजसा।
पुष्णामि चौषधीः सर्वाः सोमो भूत्वा रसात्मकः ॥","gāmāviśya ca bhūtāni dhārayāmyahamojasā
puṣṇāmi cauṣadhīḥ sarvāḥ somo bhūtvā rasātmakaḥ","Entering the earth, I by my power support all things and becoming the juicy moon, I nourish all herbs.","machine-aligned; two human reviews pending","e816e535fbb3b6f7777f1259bb049209869682074a759fe2bd35ba7f41acca8e"
"gita.15.14","15","14","Krishna","अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रितः।
प्राणापानसमायुक्तः पचाम्यन्नं चतुर्विधम् ॥","ahaṃ vaiśvānaro bhūtvā prāṇināṃ dehamāśritaḥ
prāṇāpānasamāyuktaḥ pacāmyannaṃ caturvidham","I becoming the fire","machine-aligned; two human reviews pending","e83b81bb0ef09f658cf6d8f5fdd713e24b8c4f87002b97ce5d16fc29927fa57e"
"gita.15.15","15","15","Krishna","सर्वस्य चाहं हृदि सन्निविष्टो
मत्तः स्मृतिर्ज्ञानमपोहनञ्च।
वेदैश्च सर्वैरहमेव वेद्यो
वेदान्तकृद्वेदविदेव चाहम् ॥","sarvasya cāhaṃ hṛdi sanniviṣṭo mattaḥ smṛtirjñānamapohanañca
vedaiśca sarvairahameva vedyo vedāntakṛdvedavideva cāham","and dwelling in the bodies of (all) creatures and united with the upward and downward life-breaths cause digestion of the fourfold food. And I am placed in the heart of all from me (come) memory, knowledge, and their removal I alone am to be learnt from all the Vedas I am the author of the Vedāntas","machine-aligned; two human reviews pending","da54503f20412692cdc96721d73b15432a3927fc4b6f68157cee87a5f1f6f81f"
"gita.15.16","15","16","Krishna","द्वाविमौ पुरुषौ लोके क्षरश्चाक्षर एव च।
क्षरः सर्वाणि भूतानि कूटस्थोऽक्षर उच्यते ॥","dvāvimau puruṣau loke kṣaraścākṣara eva ca
kṣaraḥ sarvāṇi bhūtāni kūṭastho.akṣara ucyate","and I alone know the Vedas. There are these two beings in the world, the destructible and the indestructible. The destructible (includes) all things. The unconcerned one is (what is) called the indestructible. But the being supreme is yet another","machine-aligned; two human reviews pending","b0529eca50ebe7807c1a093cf5365f4069f79a0508549582becbe69a4619f8f5"
"gita.15.17","15","17","Krishna","उत्तमः पुरुषस्त्वन्यः परमात्मेत्युधाहृतः।
यो लोकत्रयमाविश्य बिभर्त्यव्यय ईश्वरः ॥","uttamaḥ puruṣastvanyaḥ paramātmetyudhāhṛtaḥ
yo lokatrayamāviśya bibhartyavyaya īśvaraḥ","called the highest self who as the inexhaustible lord pervading the three worlds","machine-aligned; two human reviews pending","c5366669d3adf9fd47a96a4040599c9a97354122d3ce2a37573f9d9fb1af7634"
"gita.15.18","15","18","Krishna","यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तमः।
अतोऽस्मि लोके वेदे च प्रथितः पुरुषोत्तमः ॥","yasmātkṣaramatīto.ahamakṣarādapi cottamaḥ
ato.asmi loke vedeca prathitaḥ puruṣottamaḥ","supports (them). And since I transcend the destructible and since I am higher also than the indestructible therefore am I celebrated in the world and in the Vedas as the best of beings.","machine-aligned; two human reviews pending","4fe0ee33f1457a3b540e7f3d149d20f52a631b4d4b867205f27c8861e134ead1"
"gita.15.19","15","19","Krishna","यो मामेवमसम्मूढो जानाति पुरुषोत्तमम्।
स सर्वविद्भजति मां सर्वभावेन भारत ॥","yo māmevamasammūḍho jānāti puruṣottamam
sa sarvavidbhajati māṃ sarvabhāvena bhārata","He who, undeluded, thus knows me the best of beings, worships me every way, O descendant of Bharata! knowing everything.","machine-aligned; two human reviews pending","4e4024b7fe11d65e2579d9557ebafca436f9899120d1b3711914ef39e14e0dd7"
"gita.15.20","15","20","Krishna","इति गुह्यतमं शास्त्रमिदमुक्तं मयानघ।
एतद्बुद्ध्वा बुद्धिमान्स्यात्कृतकृत्यश्च भारत ॥","iti guhyatamaṃ śāstramidamuktaṃ mayānagha
etadbuddhvā buddhimānsyātkṛtakṛtyaśca bhārata","Thus, O sinless one! have I proclaimed this most mysterious science. He who knows this, has done all he need do, and he becomes possessed of discernment.","machine-aligned; two human reviews pending","a7907f28d3aa093230dd8fc2b9d34b3f9aeb6cc0489400f6d86be530a8276d3b"
"gita.16.1","16","1","Krishna","श्रीभगवानुवाच।
अभयं सत्त्वसंशुद्धिर्ज्ञानयोगव्यवस्थितिः।
दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम् ॥","śrībhagavānuvāca
abhayaṃ sattvasaṃśuddhirjñānayogavyavasthitiḥ
dānaṃ damaśca yajñaśca svādhyāyastapa ārjavam","Freedom from fear purity of heart perseverance in (pursuit of) knowledge and abstraction of mind gifts self-restraint and sacrifice","machine-aligned; two human reviews pending","c38ba9a9bc0805ef3a67ac07b11e92704b02b8ccbaf715fbfa81f6ced51ed7d5"
"gita.16.2","16","2","Krishna","अहिंसा सत्यमक्रोधस्त्यागः शान्तिरपैशुनम्।
दया भूतेष्वलोलुप्त्वं मार्दवं ह्रीरचापलम् ॥","ahiṃsā satyamakrodhastyāgaḥ śāntirapaiśunam
dayā bhūteṣvaloluptvaṃ mārdavaṃ hrīracāpalam","study of the Vedas penance straightforwardness harmlessness truth freedom from anger","machine-aligned; two human reviews pending","218bc8cd8527c2cd70de8cb1f5818cb382e9ee0c6376724da14159a83000ecef"
"gita.16.3","16","3","Krishna","तेजः क्षमा धृतिः शौचमद्रोहो नातिमानिता।
भवन्ति सम्पदं दैवीमभिजातस्य भारत ॥","tejaḥ kṣamā dhṛtiḥ śaucamadroho nātimānitā
bhavanti sampadaṃ daivīmabhijātasya bhārata","renunciation tranquillity freedom from the habit of backbiting compassion for (all) beings freedom from avarice gentleness","machine-aligned; two human reviews pending","984fd202592b19f11e4cbf3b85b6845341a5fd69f4d288efa6dddd6a47ef17a7"
"gita.16.4","16","4","Krishna","दम्भो दर्पोऽभिमानश्च क्रोधः पारुष्यमेव च।
अज्ञानं चाभिजातस्य पार्थ सम्पदमासुरीम् ॥","dambho darpo.abhimānaśca krodhaḥ pāruṣyameva ca
ajñānaṃ cābhijātasya pārtha sampadamāsurīm","modesty absence of vain activity noblemindedness forgiveness courage purity","machine-aligned; two human reviews pending","b4ca947eeb15773f1c18f493826eca316754b6152fd05bedb49802caf7b86a0b"
"gita.16.5","16","5","Krishna","दैवी सम्पद्विमोक्षाय निबन्धायासुरी मता।
मा शुचः सम्पदं दैवीमभिजातोऽसि पाण्डव ॥","daivī sampadvimokṣāya nibandhāyāsurī matā
mā śucaḥ sampadaṃ daivīmabhijāto.asi pāṇḍava","freedom from a desire to injure others absence of vanity, (these) O descendant of Bharata! are his who is born to godlike endowments. Ostentatiousness, pride, vanity, anger, and also harshness and ignorance (are) his, O son of Pṛthā! who is born to demoniac endowments. Godlike endowments are deemed to be (means) for final emancipation, demoniac for bondage. Grieve not, O descendant of Bharata! you are born to godlike endowments.","machine-aligned; two human reviews pending","a8f4b3177eec9ee050a9d4813ce712d89f3291f40c481fcd1a3337c59fe07eaf"
"gita.16.6","16","6","Krishna","द्वौ भूतसर्गौ लोकेऽस्मिन्दैव आसुर एव च।
दैवो विस्तरशः प्रोक्त आसुरं पार्थ मे शृणु ॥","dvau bhūtasargau loke.asmindaiva āsura eva ca
daivo vistaraśaḥ prokta āsuraṃ pārtha me śṛṇu","(There are) two classes of created beings in this world, the godlike and the demoniac the godlike (class) has been described at length now hear from me, O son of Pṛthā! about the demoniac.","machine-aligned; two human reviews pending","28cab8cde8d1487a954be6838341823d1b047961aed2a51ecee3081c2a72f1ca"
"gita.16.7","16","7","Krishna","प्रवृत्तिं च निवृत्तिं च जना न विदुरासुराः।
न शौचं नापि चाचारो न सत्यं तेषु विद्यते ॥","pravṛttiṃ ca nivṛttiṃ ca janā na vidurāsurāḥ
na śaucaṃ nāpi cācāro na satyaṃ teṣu vidyate","Demoniac persons know not action or inaction, neither purity nor yet (correct) conduct nor veracity are in them.","machine-aligned; two human reviews pending","9cc725cde5324961b462fe20727afdf8d93a150b0777488c2ed9aff1dce1dd2c"
"gita.16.8","16","8","Krishna","असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम्।
अपरस्परसम्भूतं किमन्यत्कामहैतुकम् ॥","asatyamapratiṣṭhaṃ te jagadāhuranīśvaram
aparasparasambhūtaṃ kimanyatkāmahaitukam","They say the universe is devoid of truth devoid of fixed principle and devoid of a ruler produced by union (of male and female) caused by lust and nothing else.","machine-aligned; two human reviews pending","a59fda4f0eed356e5355e497918d56d6437ecfc1f19b0aea1a6112e4e7d57cb0"
"gita.16.9","16","9","Krishna","एतां दृष्टिमवष्टभ्य नष्टात्मानोऽल्पबुद्धयः।
प्रभवन्त्युग्रकर्माणः क्षयाय जगतोऽहिताः ॥","etāṃ dṛṣṭimavaṣṭabhya naṣṭātmāno.alpabuddhayaḥ
prabhavantyugrakarmāṇaḥ kṣayāya jagato.ahitāḥ","Holding this view, (these) enemies of the world, of ruined selfs, of little knowledge, and of ferocious actions, are born for the destruction (of the world).","machine-aligned; two human reviews pending","225eb3da22d4490cd1d0337ea65e221a78d2f6a081c5a4ae2cbabae6f11f3089"
"gita.16.10","16","10","Krishna","काममाश्रित्य दुष्पूरं दम्भमानमदान्विताः।
मोहाद्गृहीत्वासद्ग्राहान्प्रवर्तन्तेऽशुचिव्रताः ॥","kāmamāśritya duṣpūraṃ dambhamānamadānvitāḥ
mohādgṛhītvāsadgrāhānpravartante.aśucivratāḥ","Entertaining insatiable desire, full of vanity, ostentatiousness, and frenzy, they adopt false notions through delusion, and engage in unholy observances.","machine-aligned; two human reviews pending","9cda30b41f7cf6816274394355a610602977986107b68a433e4458cf2c4a94e3"
"gita.16.11","16","11","Krishna","चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिताः।
कामोपभोगपरमा एतावदिति निश्चिताः ॥","cintāmaparimeyāṃ ca pralayāntāmupāśritāḥ
kāmopabhogaparamā etāvaditi niścitāḥ","Indulging in boundless thoughts ending with death given up to the enjoyment of objects of desire being resolved that that is all bound down by nets of hopes in hundreds","machine-aligned; two human reviews pending","5f0d7ea50bc1c20d0f0c59723bdac6c6fb685abc90fa039b2bc1816a323f3333"
"gita.16.12","16","12","Krishna","आशापाशशतैर्बद्धाः कामक्रोधपरायणाः।
ईहन्ते कामभोगार्थमन्यायेनार्थसञ्चयान् ॥","āśāpāśaśatairbaddhāḥ kāmakrodhaparāyaṇāḥ
īhante kāmabhogārthamanyāyenārthasañcayān","given up to anger and desire they wish to obtain heaps of wealth unfairly for enjoying objects of desire.","machine-aligned; two human reviews pending","cbcd7e5d7739ab2a41f30a8b518e8826cb5ab9ac240265d1ed97817c343043f3"
"gita.16.13","16","13","Krishna","इदमद्य मया लब्धमिमं प्राप्स्ये मनोरथम्।
इदमस्तीदमपि मे भविष्यति पुनर्धनम् ॥","idamadya mayā labdhamimaṃ prāpsye manoratham
idamastīdamapi me bhaviṣyati punardhanam","'This have I obtained to-day this wish I will obtain this wealth is mine and this also shall be mine","machine-aligned; two human reviews pending","6114fc2ecccd16ece50dffa66f41b40c107ab045a66c4a7451c5e46e9f2403b9"
"gita.16.14","16","14","Krishna","असौ मया हतः शत्रुर्हनिष्ये चापरानपि।
ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी ॥","asau mayā hataḥ śatrurhaniṣye cāparānapi
īśvaro.ahamahaṃ bhogī siddho.ahaṃ balavānsukhī","this foe I have killed others too I will destroy I am lord, I am the enjoyer, I am perfect, strong, happy I have wealth I am of noble birth","machine-aligned; two human reviews pending","90c2624625c12ba68cde3c3cdf4ba90dc69661a9588a55d6a807078a3313f1c1"
"gita.16.15","16","15","Krishna","आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया।
यक्ष्ये दास्यामि मोदिष्य इत्यज्ञानविमोहिताः ॥","āḍhyo.abhijanavānasmi ko.anyo.asti sadṛśo mayā
yakṣye dāsyāmi modiṣya ityajñānavimohitāḥ","who else is like me? I will sacrifice I will make gifts I will rejoice.' Thus deluded by ignorance","machine-aligned; two human reviews pending","7f3846956070f159a18197b4a670b8cdaa053053c76d6cb59dcb30e8fb4b0de7"
"gita.16.16","16","16","Krishna","अनेकचित्तविभ्रान्ता मोहजालसमावृताः।
प्रसक्ताः कामभोगेषु पतन्ति नरकेऽशुचौ ॥","anekacittavibhrāntā mohajālasamāvṛtāḥ
prasaktāḥ kāmabhogeṣu patanti narake.aśucau","tossed about by numerous thoughts surrounded by the net of delusion and attached to the enjoyment of objects of desire they fall down into impure hell. Honoured (only) by themselves void of humility","machine-aligned; two human reviews pending","d6b6b0e8c361ae75412daad653fa554f33ae955a8478958cc0e63f68f231030f"
"gita.16.17","16","17","Krishna","आत्मसम्भाविताः स्तब्धा धनमानमदान्विताः।
यजन्ते नामयज्ञैस्ते दम्भेनाविधिपूर्वकम् ॥","ātmasambhāvitāḥ stabdhā dhanamānamadānvitāḥ
yajante nāmayajñaiste dambhenāvidhipūrvakam","and full of the pride and frenzy of wealth these calumniators (of the virtuous) perform sacrifices which are sacrifices only in name","machine-aligned; two human reviews pending","2149cde89e8dc8b38d9b525d2d60ed4857468e15d1fb69eb682ecf0ca81943b3"
"gita.16.18","16","18","Krishna","अहंकारं बलं दर्पं कामं क्रोधं च संश्रिताः।
मामात्मपरदेहेषु प्रद्विषन्तोऽभ्यसूयकाः ॥","ahaṃkāraṃ balaṃ darpaṃ kāmaṃ krodhaṃ ca saṃśritāḥ
māmātmaparadeheṣu pradviṣanto.abhyasūyakāḥ","with ostentatiousness and against prescribed rules indulging (their) vanity, brute force, arrogance, lust, and anger and hating me in their own bodies and in those of others.","machine-aligned; two human reviews pending","22bfcc91d3a19b777360a0d2ca0fa9a265a92849e48f45c9910e0966d2230a5d"
"gita.16.19","16","19","Krishna","तानहं द्विषतः क्रुरान्संसारेषु नराधमान्।
क्षिपाम्यजस्रमशुभानासुरीष्वेव योनिषु ॥","tānahaṃ dviṣataḥ krurānsaṃsāreṣu narādhamān
kṣipāmyajasramaśubhānāsurīṣveva yoniṣu","These enemies, ferocious, meanest of men, and unholy, I continually hurl down, to these worlds, only into demoniac wombs.","machine-aligned; two human reviews pending","7cd65a00293dd1a1982047bd8e98c2fa80146456ef8d82885aab31834d3242ed"
"gita.16.20","16","20","Krishna","आसुरीं योनिमापन्ना मूढा जन्मनि जन्मनि।
मामप्राप्यैव कौन्तेय ततो यान्त्यधमां गतिम् ॥","āsurīṃ yonimāpannā mūḍhā janmani janmani
māmaprāpyaiva kaunteya tato yāntyadhamāṃ gatim","Coming into demoniac wombs, deluded in every birth, they go down to the vilest state, O son of Kuntī ! without ever coming to me.","machine-aligned; two human reviews pending","4bdf154805feb679346703a9aaade7c99bc4001dbe80b3ea616847e477fc644c"
"gita.16.21","16","21","Krishna","त्रिविधं नरकस्येदं द्वारं नाशनमात्मनः।
कामः क्रोधस्तथा लोभस्तस्मादेतत्त्रयं त्यजेत् ॥","trividhaṃ narakasyedaṃ dvāraṃ nāśanamātmanaḥ
kāmaḥ krodhastathā lobhastasmādetattrayaṃ tyajet","Threefold is this way, to hell,-ruinous to the self,—lust, anger, and likewise avarice therefore one should abandon this triad.","machine-aligned; two human reviews pending","4e0c23746af873d2e7989905503d7a22f8c0af6581da4d7971a1c2d4df492987"
"gita.16.22","16","22","Krishna","एतैर्विमुक्तः कौन्तेय तमोद्वारैस्त्रिभिर्नरः।
आचरत्यात्मनः श्रेयस्ततो याति परां गतिम् ॥","etairvimuktaḥ kaunteya tamodvāraistribhirnaraḥ
ācaratyātmanaḥ śreyastato yāti parāṃ gatim","Released from these three ways to darkness, O son of Kuntī! a man works out his own welfare, and then proceeds to the highest goal.","machine-aligned; two human reviews pending","3f4b63dbeb24effa12fa42bfd4e67424d5470054cec865a4f04e9796b60563f0"
"gita.16.23","16","23","Krishna","यः शास्त्रविधिमुत्सृज्य वर्तते कामकारतः।
न स सिद्धिमवाप्नोति न सुखं न परां गतिम् ॥","yaḥ śāstravidhimutsṛjya vartate kāmakārataḥ
na sa siddhimavāpnoti na sukhaṃ na parāṃ gatim","He who abandoning scripture ordinances, acts under the impulse of desire, does not attain perfection, nor happiness, nor the highest goal.","machine-aligned; two human reviews pending","54242c5eace854c6fcf39c6572579254eea225902bfdcb8dd3df0440a746d1b1"
"gita.16.24","16","24","Krishna","तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ।
ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि ॥","tasmācchāstraṃ pramāṇaṃ te kāryākāryavyavasthitau
jñātvā śāstravidhānoktaṃ karma kartumihārhasi","Therefore in discriminating between w hat should be done and what should not be done your authority (must. be) scripture. And knowing what is declared by the ordinances of scripture you should perform action in this world.","machine-aligned; two human reviews pending","1467feb786cb4e23f8feb6c1b6fff13bfe82df7ce58e4f9ce536910005865c54"
"gita.17.1","17","1","Arjuna","अर्जुन उवाच।
ये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विताः।
तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तमः ॥","arjuna uvāca
ye śāstravidhimutsṛjya yajante śraddhayānvitāḥ
teṣāṃ niṣṭhā tu kā kṛṣṇa sattvamāho rajastamaḥ","What is the state of those, O Kṛṣṇa ! who worship with faith, (but) abandoning scripture ordinances—goodness, passion, or darkness?","machine-aligned; two human reviews pending","a37eadf99db90ce7b48ca3aaba23ce50e5274daecdb0abf18c9b6c5a3e16f867"
"gita.17.2","17","2","Krishna","श्रीभगवानुवाच।
त्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा।
सात्त्विकी राजसी चैव तामसी चेति तां शृणु ॥","śrībhagavānuvāca
trividhā bhavati śraddhā dehināṃ sā svabhāvajā
sāttvikī rājasī caiva tāmasī ceti tāṃ śṛṇu","Faith is of three kinds in embodied (beings), it is produced from dispositions. It is of the quality of goodness, of the quality of passion, and of the quality of darkness. Hear about it.","machine-aligned; two human reviews pending","57fc4298b9d7d40dc76c8dedde791c2403890049457927780e1f2f963626f54f"
"gita.17.3","17","3","Krishna","सत्त्वानुरूपा सर्वस्य श्रद्धा भवति भारत।
श्रद्धामयोऽयं पुरुषो यो यच्छ्रद्धः स एव सः ॥","sattvānurūpā sarvasya śraddhā bhavati bhārata
śraddhāmayo.ayaṃ puruṣo yo yacchraddhaḥ sa eva saḥ","The faith of all, O descendant of Bharata! is conformable to the heart. A being here is full of faith, and whatever is a man's faith, that is a man himself.","machine-aligned; two human reviews pending","a6c658213285b04541435c5d2812ba542f24aa3f3d3b4a03c6c81cb80f983363"
"gita.17.4","17","4","Krishna","यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसाः।
प्रेतान्भूतगणांश्चान्ये यजन्ते तामसा जनाः ॥","yajante sāttvikā devānyakṣarakṣāṃsi rājasāḥ
pretānbhūtagaṇāṃścānye yajante tāmasā janāḥ","Those of the quality of goodness worship the gods those of the quality of passion the Yakṣas and Rakṣases and the others, the people of the quality of darkness, worship departed (spirits) and the multitudes of Bhūtas .","machine-aligned; two human reviews pending","5947b96aaeb85efa88ab2f6c3d531c6503e5861f2b252f41b5bf70f00333245c"
"gita.17.5","17","5","Krishna","अशास्त्रविहितं घोरं तप्यन्ते ये तपो जनाः।
दम्भाहंकारसंयुक्ताः कामरागबलान्विताः ॥","aśāstravihitaṃ ghoraṃ tapyante ye tapo janāḥ
dambhāhaṃkārasaṃyuktāḥ kāmarāgabalānvitāḥ","Know those to be of demoniac convictions, who practise fierce penance not ordained by scripture who are full of ostentatiousness and egoism, and of desire, attachment, and stubbornness","machine-aligned; two human reviews pending","c320cb3a4310461932a01d8bd5164046edf700cb92f4dd7fce45e8718b27e112"
"gita.17.6","17","6","Krishna","कर्षयन्तः शरीरस्थं भूतग्राममचेतसः।
मां चैवान्तःशरीरस्थं तान्विद्ध्यासुरनिश्चयान् ॥","karṣayantaḥ śarīrasthaṃ bhūtagrāmamacetasaḥ
māṃ caivāntaḥśarīrasthaṃ tānviddhyāsuraniścayān","who are without discernment and who torment the groups of organs in (their) bodies, and me also seated within (those) bodies.","machine-aligned; two human reviews pending","94944164ca75cab7be095bbc50f4b07b5bbe0aa336015ca6909c00364240cd58"
"gita.17.7","17","7","Krishna","आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रियः।
यज्ञस्तपस्तथा दानं तेषां भेदमिमं शृणु ॥","āhārastvapi sarvasya trividho bhavati priyaḥ
yajñastapastathā dānaṃ teṣāṃ bhedamimaṃ śṛṇu","The food also, which is liked by all, and likewise the sacrifice, the penance, and gifts, are of three kinds. Listen to the distinctions regarding them as follows.","machine-aligned; two human reviews pending","3f9760a46820e60587bcc0cd06205a64fae61c3209237e1a2f48b293520dd430"
"gita.17.8","17","8","Krishna","आयुःसत्त्वबलारोग्यसुखप्रीतिविवर्धनाः।
रस्याः स्निग्धाः स्थिरा हृद्या आहाराः सात्त्विकप्रियाः ॥","āyuḥsattvabalārogyasukhaprītivivardhanāḥ
rasyāḥ snigdhāḥ sthirā hṛdyā āhārāḥ sāttvikapriyāḥ","The kinds of food which increase life, energy, strength, health, comfort, and relish, which are savoury, oleaginous, full of nutrition, and agreeable, are liked by the good. The kinds of food which are bitter acid saltish too hot sharp","machine-aligned; two human reviews pending","b911379fd033cee9e1d77d7cc6980ab26d550c3151b0f9c293de04c4ef4a4be9"
"gita.17.9","17","9","Krishna","कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनः।
आहारा राजसस्येष्टा दुःखशोकामयप्रदाः ॥","kaṭvamlalavaṇātyuṣṇatīkṣṇarūkṣavidāhinaḥ
āhārā rājasasyeṣṭā duḥkhaśokāmayapradāḥ","rough and. burning and which cause pain. grief and disease are desired by the passionate. And the food which is cold","machine-aligned; two human reviews pending","1b6ca868e7f329eeefa5819eb86205675325a58c2df5e1efca91d70e2e105e86"
"gita.17.10","17","10","Krishna","यातयामं गतरसं पूति पर्युषितं च यत्।
उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम् ॥","yātayāmaṃ gatarasaṃ pūti paryuṣitaṃ ca yat
ucchiṣṭamapi cāmedhyaṃ bhojanaṃ tāmasapriyam","tasteless","machine-aligned; two human reviews pending","048e6a31f4f6b3cb25cae8435444bab81d88c8c54b2512464a9e017e0312745d"
"gita.17.11","17","11","Krishna","अफलाङ्क्षिभिर्यज्ञो विधिदृष्टो य इज्यते।
यष्टव्यमेवेति मनः समाधाय स सात्त्विकः ॥","aphalāṅkṣibhiryajño vidhidṛṣṭo ya ijyate
yaṣṭavyameveti manaḥ samādhāya sa sāttvikaḥ","stinking stale impure and even leavings are liked by the dark. That sacrifice is good which being prescribed in (scripture) ordinances is performed by persons not wishing for the fruit (of it) and after determining (in their) mind that the sacrifice must needs be performed. But when a sacrifice is performed O highest of the descendants of Bharata! with an expectation of fruit (from it)","machine-aligned; two human reviews pending","5fc59f7b7c9e783bf924c275ab29578da62ab89c67d019352c66d236fbb15852"
"gita.17.12","17","12","Krishna","अभिसन्धाय तु फलं दम्भार्थमपि चैव यत्।
इज्यते भरतश्रेष्ठ तं यज्ञं विद्धि राजसम् ॥","abhisandhāya tu phalaṃ dambhārthamapi caiva yat
ijyate bharataśreṣṭha taṃ yajñaṃ viddhi rājasam","and for the purpose of ostentation know that sacrifice (to be) passionate.","machine-aligned; two human reviews pending","79f1f242042a0f1e93a02d8e17ce4ddf1d89db9bfb81dacd7be25c18e7f2f5fb"
"gita.17.13","17","13","Krishna","विधिहीनमसृष्टान्नं मन्त्रहीनमदक्षिणम्।
श्रद्धाविरहितं यज्ञं तामसं परिचक्षते ॥","vidhihīnamasṛṣṭānnaṃ mantrahīnamadakṣiṇam
śraddhāvirahitaṃ yajñaṃ tāmasaṃ paricakṣate","They call that sacrifice dark which is against the ordinances (of scripture) in which no food is dealt out (to Brāhmaṇas, &c.) which is devoid of Mantras devoid of Dakṣiṇā presents and which is without faith.","machine-aligned; two human reviews pending","08ff6887456f87de3e85b7b03ff03d289fac46d6cb352de726d9caf33e98f6ac"
"gita.17.14","17","14","Krishna","देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम्।
ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते ॥","devadvijaguruprājñapūjanaṃ śaucamārjavam
brahmacaryamahiṃsā ca śārīraṃ tapa ucyate","Paying reverence to gods, Brāhmaṇas, preceptors, and men of knowledge purity, straightforwardness, life as Brahmacārin , and harmlessness, (this) is called the penance bodily.","machine-aligned; two human reviews pending","85e9cfc462ab9199796f4090b73177a0eff0ff2b92794f852c28fdc15f1ecf82"
"gita.17.15","17","15","Krishna","अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत्।
स्वाध्यायाभ्यसनं चैव वाङ्मयं तप उच्यते ॥","anudvegakaraṃ vākyaṃ satyaṃ priyahitaṃ ca yat
svādhyāyābhyasanaṃ caiva vāṅmayaṃ tapa ucyate","The speech which causes no sorrow, which is true, agreeable, and beneficial, and the study of the Vedas , (this) is called the penance vocal.","machine-aligned; two human reviews pending","0e832fe06e1b4781aa2417c99635c4292d42474f75e6e9340dd81327578e8ea4"
"gita.17.16","17","16","Krishna","मनः प्रसादः सौम्यत्वं मौनमात्मविनिग्रहः।
भावसंशुद्धिरित्येतत्तपो मानसमुच्यते ॥","manaḥ prasādaḥ saumyatvaṃ maunamātmavinigrahaḥ
bhāvasaṃśuddhirityetattapo mānasamucyate","Calmness of mind, mildness, taciturnity, self-restraint, and purity of heart, this is called the penance mental.","machine-aligned; two human reviews pending","2af96a7bfecefdba5e658867aa634a446653f040f8454d13958fe1dd14075fe6"
"gita.17.17","17","17","Krishna","श्रद्धया परया तप्तं तपस्तत्त्रिविधं नरैः।
अफलाकाङ्क्षिभिर्युक्तैः सात्त्विकं परिचक्षते ॥","śraddhayā parayā taptaṃ tapastattrividhaṃ naraiḥ
aphalākāṅkṣibhiryuktaiḥ sāttvikaṃ paricakṣate","This threefold penance, practised with perfect faith, by men who do not wish for the fruit, and who are possessed of devotion is called good. The penance which is done for respect","machine-aligned; two human reviews pending","1aaa9bf55ced138e8b3d0510be0f05b2022f61a5fe384ee762bd59a3f12d9217"
"gita.17.18","17","18","Krishna","सत्कारमानपूजार्थं तपो दम्भेन चैव यत्।
क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम् ॥","satkāramānapūjārthaṃ tapo dambhena caiva yat
kriyate tadiha proktaṃ rājasaṃ calamadhruvam","honour","machine-aligned; two human reviews pending","141bb2d54ed9a02a8f6da9132d93e77c00cd6c6839fcbd2bf98f5d85e95b7680"
"gita.17.19","17","19","Krishna","मूढग्राहेणात्मनो यत्पीडया क्रियते तपः।
परस्योत्सादनार्थं वा तत्तामसमुदाहृतम् ॥","mūḍhagrāheṇātmano yatpīḍayā kriyate tapaḥ
parasyotsādanārthaṃ vā tattāmasamudāhṛtam","and reverence and with ostentatiousness and which is uncertain and transient is here called passionate. And that penance is described as dark which is performed under a misguided conviction with pain to oneself","machine-aligned; two human reviews pending","472c71ab79c6973214dad39cbba53c6bb6668b8349d062a34e0dfcc6df5ec826"
